repo_owner,repo_name,Category,Number of Components,Low,Medium,High,Critical,Total Vulnerabilities,CWE Tags,vulnerability-proneness-all,commits,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,labels,topics,lang_shell,lang_makefile,lang_cplusplus,lang_typescript,lang_nix,lang_jinja,lang_css,lang_smarty,lang_dockerfile,lang_mustache,lang_java,lang_rust,lang_python,lang_swift,lang_objective_c,lang_javascript,lang_php,lang_odin,lang_hcl,lang_agda,lang_cmake,lang_c#,lang_nunjucks,lang_batchfile,lang_dart,lang_lua,lang_html,lang_handlebars,lang_vue,lang_powershell,lang_kotlin,lang_ruby,lang_julia,lang_jq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,network_count,subscribers_count,languages
nicklegan,github-org-repo-metrics-action,utilities,66,0,2,6,0,8," cwe-1333,  cwe-287,  cwe-327, cwe-020",8.0,10,1,6,9,0,19,1,535,30,3,30,0,535000,11," developer-productivity,  dora,  innersource,  metrics, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action to generate a report that contains various metrics for all repositories belonging to a GitHub organization.,JavaScript,MIT License,True,True,19.0,9.0,0.0,['JavaScript']
nix-community,cache-nix-action,continuous integration,92,2,8,12,0,22," cwe-200,  cwe-284,  cwe-400,  cwe-730, cwe-020",22.0,30,5,18,9,1,45,30,22173,30,12,11,0,22173000,10,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cache Nix Store in GitHub Actions to speed up workflows [maintainer=@deemp],TypeScript,MIT License,True,True,50.0,10.0,1.0,"['TypeScript', 'Nix', 'Shell', 'JavaScript']"
nowsecure,nowsecure-action,security,480,6,6,14,1,27," cwe-080,  cwe-116,  cwe-1333,  cwe-184,  cwe-200,  cwe-284,  cwe-367,  cwe-400,  cwe-693, cwe-020",27.0,30,2,4,15,8,37,8,6805,30,0,30,0,6805000,10," analysis,  frida,  nowsecure,  security,  security-tools,  vulnerability-detection, action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The NowSecure Action delivers fast, accurate, automated security analysis of iOS and Android apps coded in any language",TypeScript,MIT License,False,True,39.0,15.0,8.0,"['TypeScript', 'JavaScript']"
ookami-kb,gh-pr-size-watcher,code review,28,2,1,2,1,6," cwe-200,  cwe-284,  cwe-400,  cwe-506,  cwe-730, cwe-020",6.0,30,1,7,5,3,13,1,965,12,1,8,0,965000,10,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TypeScript,MIT License,False,True,13.0,5.0,3.0,"['TypeScript', 'Shell', 'JavaScript']"
oprypin,find-latest-tag,dependency management,28,0,0,1,0,1," cwe-730, cwe-400",1.0,30,3,8,15,3,34,4,3263,15,5,7,2,3263000,10," semver, github-actions",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action: Find the latest tag in a GitHub repository,JavaScript,MIT License,False,False,34.0,15.0,3.0,"['JavaScript', 'Shell']"
opsless,ms-teams-github-actions,continuous integration,55,2,1,10,0,13," cwe-080,  cwe-116,  cwe-200,  cwe-284, cwe-020",13.0,30,11,20,8,4,39,5,1405,30,14,30,10,1405000,10," integration,  ms-teams,  notifications, github-actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action to send workflow status notification to Microsoft Teams,TypeScript,MIT License,False,False,39.0,8.0,4.0,"['TypeScript', 'JavaScript']"
oracle-actions,run-oci-cli-command,deployment,18,0,0,1,0,1,cwe-020,1.0,30,6,7,9,5,29,2,792,30,5,30,5,792000,14," github-actions,  oci-cli,  oracle-cloud,  oracle-cloud-infrastructure, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Run Oracle Cloud Infrastructure (OCI) CLI commands,TypeScript,Universal Permissive License v1.0,True,True,31.0,10.0,5.0,"['TypeScript', 'Shell']"
paambaati,codeclimate-action,code review,508,0,1,1,0,2," cwe-088,  cwe-1333, cwe-078",2.0,30,18,30,65,5,202,20,21610,30,13,30,5,21610000,16," coverage,  github-actions,  nodejs,  quality,  typescript, codeclimate",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to send your code coverage to CodeClimate,TypeScript,MIT License,False,True,205.0,65.0,5.0,['TypeScript']
parkerbxyz,suggest-changes,code review,26,0,0,1,0,1,cwe-020,1.0,30,7,10,6,4,13,6,1410,30,5,30,3,1410000,13,hacktoberfest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This GitHub Action will take the changes from the Git working directory and apply them as GitHub code review suggestions.,JavaScript,MIT License,False,True,14.0,8.0,4.0,['JavaScript']
pascalgn,automerge-action,code review,389,0,1,8,0,9," cwe-080,  cwe-116,  cwe-1333,  cwe-400,  cwe-730, cwe-020",9.0,30,11,30,215,9,877,30,1866,30,34,30,8,1866000,9," github-action,  github-api, github",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action to automatically merge pull requests that are ready,JavaScript,MIT License,False,True,876.0,215.0,9.0,['JavaScript']
peaceiris,actions-mdbook,deployment,28,0,0,0,0,0,,0.0,30,7,25,24,3,305,5,2009,30,18,30,4,2009000,15," github-actions,  mdbook,  rust, actions",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GitHub Actions for mdBook (rust-lang/mdBook) ⚡️ Setup mdBook quickly and build your site fast. Linux (Ubuntu), macOS, and Windows are supported.",TypeScript,MIT License,False,True,306.0,24.0,3.0,"['TypeScript', 'Shell', 'Makefile', 'JavaScript', 'Dockerfile']"
peaceiris,actions-suggest-related-links,utilities,124,0,9,4,0,13," cwe-327,  cwe-345,  cwe-400,  cwe-669,  cwe-670,  cwe-697,  cwe-74,  cwe-75, cwe-200",13.0,30,19,5,2,3,31,3,1387,30,24,30,13,1387000,15," fasttext,  github-actions,  issue-management,  nlp, actions",1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A GitHub Action to suggest related or similar issues, documents, and links. Based on the power of NLP and fastText.",TypeScript,MIT License,False,True,31.0,2.0,3.0,"['TypeScript', 'Python', 'Dockerfile', 'Shell', 'Makefile', 'JavaScript']"
peckjon,reject-pr-approval-from-committer,code review,33,0,0,1,0,1,cwe-020,1.0,30,5,4,3,0,11,11,771,24,5,22,4,771000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to reject approval of a pull request by any committer to that pull request,TypeScript,MIT License,False,True,11.0,3.0,0.0,['TypeScript']
peter-evans,find-comment,utilities,36,0,0,3,0,3," cwe-400,  cwe-730, cwe-020",3.0,30,1,16,63,4,189,8,2315,30,2,30,0,2315000,12," github-comments,  github-issues, github-action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub action to find an issue or pull request comment,TypeScript,MIT License,False,True,189.0,64.0,4.0,"['TypeScript', 'JavaScript']"
philips-software,sonar-scanner-action,code quality,387,0,1,3,0,4," cwe-1333,  cwe-400, cwe-020",4.0,30,6,7,16,2,12,11,1291,30,12,30,3,1291000,13,hacktoberfest,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Sonar Action,TypeScript,MIT License,False,False,12.0,16.0,2.0,"['TypeScript', 'Dockerfile', 'JavaScript']"
pixee,upload-tool-results-action,security,50,2,1,1,2,6," cwe-259,  cwe-284,  cwe-321,  cwe-434,  cwe-798,  cwe-912,  cwe-918, cwe-200",6.0,30,4,17,0,4,14,5,1999,30,2,30,0,1999000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
shadowmoose,gha-loc-badge,utilities,22,1,1,1,0,3," cwe-400,  cwe-74, cwe-20",3.0,26,4,1,16,2,36,2,1144,8,5,5,2,1144000,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Count project Lines of Code & generate a badge for display.,JavaScript,MIT License,False,True,36.0,16.0,2.0,['JavaScript']
shallwefootball,upload-s3-action,continuous integration,73,0,2,1,0,3," cwe-1321,  cwe-835, cwe-020",3.0,30,1,10,158,2,169,9,270,30,30,30,8,270000,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
sherlo-io,sherlo,testing,2884,5,10,18,0,33," cwe-080,  cwe-116,  cwe-1321,  cwe-1333,  cwe-200,  cwe-22,  cwe-248,  cwe-347,  cwe-400,  cwe-405,  cwe-476,  cwe-74,  cwe-79,  cwe-835,  cwe-918, cwe-020",33.0,30,8,30,1,1,28,4,275109,30,1,30,1,275109000,5," react-native,  review-tools,  storybook,  test,  test-automation,  testing,  testing-tools,  tests,  visual-test,  visual-testing,  visual-tests, component-visual-testing",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sherlo is a Visual Testing and Review Tool that integrates with Storybook for React Native.,JavaScript,MIT License,False,False,28.0,1.0,1.0,"['JavaScript', 'TypeScript', 'Objective-C', 'Java', 'Shell', 'Ruby']"
shimataro,ssh-key-action,deployment,13,0,2,4,0,6," cwe-327,  cwe-328,  cwe-367, cwe-020",6.0,30,4,26,89,8,586,2,13425,30,15,30,2,13425000,12," ssh-key, github-actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action that installs SSH key to .ssh,TypeScript,MIT License,False,True,587.0,89.0,8.0,"['TypeScript', 'Shell']"
shioyang,check-pr-labels-on-push-action,project management,24,2,0,1,0,3," cwe-200,  cwe-284, cwe-020",3.0,29,3,13,18,2,16,1,201,30,4,30,2,201000,11," github-actions, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Check the PR labels contain given labels,TypeScript,MIT License,False,True,16.0,18.0,2.0,['TypeScript']
shogo82148,actions-setup-redis,testing,49,0,0,0,0,0,,0.0,30,6,30,2,3,38,4,5695,30,7,30,4,5695000,13," github-actions,  redis, database",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Setup Redis database Action,TypeScript,MIT License,False,True,38.0,2.0,3.0,"['TypeScript', 'Shell', 'JavaScript']"
shogo82148,actions-upload-release-asset,publishing,28,0,0,0,0,0,,0.0,30,6,30,7,2,81,4,5971,30,6,30,3,5971000,13,github-actions,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yet Another Upload Release Asset Action,TypeScript,MIT License,False,True,81.0,7.0,2.0,"['TypeScript', 'Shell', 'JavaScript']"
shonansurvivors,actions-s3-cache,deployment,22,1,6,3,0,10," cwe-078,  cwe-080,  cwe-088,  cwe-116,  cwe-1321,  cwe-20,  cwe-74, cwe-020",10.0,25,8,2,13,1,13,1,746,15,4,14,3,746000,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,JavaScript,MIT License,False,True,13.0,13.0,1.0,['JavaScript']
sibiraj-s,action-eslint,code quality,31,0,2,2,0,4,cwe-020,4.0,30,1,15,15,4,47,9,598,22,3,11,1,598000,10," code-quality,  eslint,  github-action, ci",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,✅ GitHub Action that runs ESLint on files changed in a Pull Request,TypeScript,MIT License,False,True,46.0,16.0,4.0,"['TypeScript', 'Shell']"
sinedied,publish-devto,deployment,526,0,4,1,0,5," cwe-1333,  cwe-79, cwe-020",5.0,30,2,1,8,5,39,3,1653,30,3,27,0,1653000,10," automation,  blog,  devto,  github-actions,  hacktoberfest,  markdown,  publish, articles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":postbox: GitHub Action to publish markdown files on dev.to platform, with assets hosted on GitHub.",JavaScript,MIT License,False,False,39.0,8.0,5.0,['JavaScript']
softprops,setup-aws-copilot,deployment,10,0,1,1,0,2," cwe-74, cwe-1333",2.0,14,1,1,19,5,26,3,157,9,2,8,1,157000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,👩‍✈️ A GitHub Action for setting up and configuring the AWS Copilot command line interface,TypeScript,MIT License,False,False,26.0,19.0,5.0,"['TypeScript', 'JavaScript']"
squarecloudofc,github-action,deployment,32,0,2,1,0,3," cwe-078,  cwe-088, cwe-020",3.0,30,1,7,0,0,18,3,753,1,0,1,0,753000,9," nodejs,  squarecloud, github-actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
stainless-api,upload-openapi-spec-action,utilities,167,0,1,1,0,2," cwe-1333, cwe-020",2.0,30,23,9,7,3,14,11,1047,30,10,30,9,1047000,10," api,  api-rest,  github-actions,  openapi,  readme,  sdk, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
steffen-karlsson,stalesweeper,support,19,2,1,2,0,5," cwe-200,  cwe-284, cwe-020",5.0,30,2,4,0,1,11,2,2513,24,3,22,1,2513000,11,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automatically closes stale discussions to declutter your GitHub Discussion space,TypeScript,MIT License,False,False,11.0,0.0,1.0,"['TypeScript', 'Shell']"
step-security,wait-for-secrets,security,37,0,0,1,0,1,cwe-020,1.0,30,14,8,18,3,279,7,4858,30,18,30,8,4858000,13," actions,  github-actions,  mfa,  security, action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Publish from GitHub Actions using multi-factor authentication,TypeScript,Apache License 2.0,True,True,282.0,18.0,3.0,['TypeScript']
stepci,stepci,testing,281,0,3,0,2,5," cwe-352,  cwe-789,  cwe-94, cwe-200",5.0,30,4,30,78,12,1696,18,508,30,59,30,5,508000,13," api-client,  api-rest,  api-testing,  api-testing-framework,  automated-testing,  ci,  continuous-integration,  github-actions,  graphql,  grpc,  grpc-client,  integration-testing,  load-testing,  qa,  soap,  swagger,  test-automation,  testing-tools,  trpc, actions",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automated API Testing and Quality Assurance,TypeScript,Mozilla Public License 2.0,False,True,1706.0,80.0,12.0,"['TypeScript', 'Shell', 'Dockerfile']"
stoat-dev,stoat-action,utilities,2607,4,9,15,0,28," cwe-080,  cwe-116,  cwe-1333,  cwe-200,  cwe-307,  cwe-367,  cwe-400,  cwe-405,  cwe-476,  cwe-74,  cwe-770,  cwe-79,  cwe-835, cwe-020",28.0,30,6,14,3,1,67,4,11262,30,18,30,4,11262000,10," comment,  continuous-integration,  developer-tools,  github-action,  pull-request,  pull-requests,  stoat,  template, ci-cd-pipeline",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Turn pull request comments into developer dashboards.,TypeScript,MIT License,False,True,67.0,3.0,1.0,"['TypeScript', 'CSS', 'JavaScript', 'HTML', 'Shell', 'Handlebars', 'Jinja']"
superman66,wakatime-sync,project management,52,0,4,5,0,9," cwe-1333,  cwe-173,  cwe-20,  cwe-200,  cwe-352,  cwe-770, cwe-020",9.0,30,3,1,107,3,115,4,933,30,5,16,3,933000,9," javascript,  sync,  wakatime,  wakatime-apikey,  wakatime-dashboard,  wakatime-sync, gist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
swinton,screenshot-website,code quality,103,1,1,3,0,5," cwe-22,  cwe-400,  cwe-476, cwe-1321",5.0,30,15,2,26,4,191,3,2388,30,17,30,7,2388000,12," github-actions,  screenshot,  website, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":camera_flash: A GitHub Action to capture screenshots of a website, across Windows, Mac, and Linux",JavaScript,ISC License,False,True,191.0,27.0,4.0,['JavaScript']
synopsys-sig,detect-action,security,57,0,1,7,0,8," cwe-080,  cwe-116,  cwe-1333,  cwe-295,  cwe-297,  cwe-400,  cwe-74, cwe-020",8.0,30,13,2,32,9,28,6,5956,30,43,30,14,5956000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TypeScript,Apache License 2.0,False,True,28.0,32.0,9.0,"['TypeScript', 'JavaScript']"
sysdiglabs,scan-action,security,36,0,2,5,0,7," cwe-078,  cwe-088,  cwe-367,  cwe-377,  cwe-378, cwe-020",7.0,30,8,11,10,12,30,8,1069,30,7,30,4,1069000,10," scan,  scanning,  security,  sysdig-scanning,  vulnerability,  vulnerability-scanners, image-scanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inline Image Scan Github Action,TypeScript,Apache License 2.0,False,True,30.0,10.0,11.0,"['TypeScript', 'Nix', 'Shell', 'JavaScript']"
szenius,notion-burndown,project management,59,2,2,5,0,9," cwe-080,  cwe-116,  cwe-173,  cwe-20,  cwe-319,  cwe-400,  cwe-730,  cwe-74,  n/a, cwe-020",9.0,30,1,7,24,4,64,2,4527,30,0,30,0,4527000,9," burndown-chart,  notion,  notion-api,  notion-database,  notion-enhancer,  scrum,  scrum-agile, burndown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
teatimeguest,setup-texlive-action,utilities,125,0,0,3,0,3," cwe-400,  cwe-730, cwe-020",3.0,30,4,30,2,4,44,3,10384,30,11,30,2,10384000,12," github-actions,  latex,  luatex,  pdftex,  tex,  texlive,  xetex, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,A GitHub Action to set up TeX Live,TypeScript,MIT License,False,True,45.0,2.0,4.0,"['TypeScript', 'JavaScript', 'Shell', 'Nunjucks', 'jq']"
technote-space,create-pr-action,utilities,731,1,8,16,0,25," cwe-1333,  cwe-178,  cwe-200,  cwe-248,  cwe-400,  cwe-50,  cwe-74,  cwe-79,  cwe-835,  cwe-918, cwe-1321",25.0,30,8,30,6,2,30,2,21063,30,5,30,4,21063000,30,github-actions,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Actions to manage PullRequest,TypeScript,MIT License,False,True,31.0,6.0,2.0,"['TypeScript', 'JavaScript', 'Shell']"
test-room-7,action-update-file,utilities,53,0,1,2,0,3," cwe-1333,  cwe-400, cwe-020",3.0,30,2,17,10,3,40,6,581,24,4,12,1,581000,10," typescript, github-action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Update (i.e. commit and push) files on GitHub,TypeScript,MIT License,False,True,40.0,10.0,3.0,['TypeScript']
test-summary,action,testing,25,0,0,0,0,0,,0.0,30,2,6,34,2,408,8,250,30,20,18,2,250000,10," ci-cd,  github-actions,  testing, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Show a helpful summary of test results in GitHub Actions CI/CD workflow runs,TypeScript,MIT License,False,True,410.0,35.0,2.0,['TypeScript']
the-actions-org,workflow-dispatch,utilities,161,0,1,3,0,4," cwe-1333,  cwe-400, cwe-020",4.0,30,6,5,51,3,69,11,437,24,1,24,1,437000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A GitHub Action for triggering workflows, using the `workflow_dispatch` event",TypeScript,MIT License,False,False,69.0,129.0,3.0,"['TypeScript', 'JavaScript']"
thomaseizinger,keep-a-changelog-new-release,publishing,952,6,9,11,1,27," cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-20,  cwe-345,  cwe-347,  cwe-359,  cwe-400,  cwe-476,  cwe-697,  cwe-74,  cwe-78,  cwe-915,  cwe-918, cwe-130",27.0,30,6,8,38,4,57,6,369,29,2,10,0,369000,9,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automatically update your CHANGELOG.md for a new release,TypeScript,MIT License,False,True,58.0,38.0,4.0,"['TypeScript', 'JavaScript', 'Shell']"
tibdex,backport,utilities,477,0,1,3,1,5," cwe-184,  cwe-400,  cwe-730, cwe-1333",5.0,30,9,8,66,4,74,9,2167,30,11,30,4,2167000,10," github-action,  javascript-github-action,  pull-requests, backport",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,🔙 GitHub Action to backport pull requests,TypeScript,MIT License,False,True,74.0,66.0,4.0,"['TypeScript', 'JavaScript']"
tinovyatkin,action-php-codesniffer,code review,45,0,2,1,1,4," cwe-078,  cwe-088,  cwe-506,  cwe-74, cwe-020",4.0,30,15,1,26,3,23,3,844,30,25,30,9,844000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action to check your code with PHP_CodeSniffer that can check only PR changed files or even lines,TypeScript,MIT License,False,True,23.0,25.0,3.0,"['TypeScript', 'PHP', 'JavaScript']"
tj-actions,glob,continuous integration,543,0,0,1,0,1,cwe-020,1.0,30,8,30,21,2,17,10,9286,30,9,30,3,9286000,17," braces,  cicd,  github,  github-actions,  glob,  globstar,  minimatch,  pattern-matching, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:octocat: Github action to match glob patterns with support for matching deleted files.,TypeScript,MIT License,False,True,17.0,21.0,2.0,"['TypeScript', 'JavaScript']"
tmcw,notfoundbot,monitoring,642,0,13,22,4,39," cwe-080,  cwe-116,  cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-269,  cwe-400,  cwe-697,  cwe-74,  cwe-77,  cwe-770,  cwe-915,  cwe-918,  cwe-94, cwe-020",39.0,30,5,9,7,4,114,6,3038,30,9,30,1,3038000,11," hugo,  jekyll, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
toshimaru,auto-author-assign,project management,27,0,0,1,0,1,cwe-020,1.0,30,4,30,21,4,105,6,1464,30,7,30,2,1464000,12,github-actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Actions: Automatically assign pull request authors.,JavaScript,MIT License,False,True,108.0,21.0,4.0,['JavaScript']
tubone24,update_release,deployment,66,0,1,6,0,7," cwe-1333,  cwe-173,  cwe-74,  cwe-770, cwe-020",7.0,30,20,4,6,3,16,7,1500,30,23,30,10,1500000,13," github-releases, github-actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This GitHub Action (written in JavaScript) is to change the Body Text and Name of an already created Release with using the GitHub Release API.,TypeScript,MIT License,False,True,16.0,6.0,3.0,"['TypeScript', 'JavaScript', 'Shell']"
turtlequeue,setup-babashka,container ci,569,3,2,5,0,10," cwe-1321,  cwe-1333,  cwe-200,  cwe-284,  cwe-400, cwe-020",10.0,20,3,9,4,3,28,3,225,24,3,16,0,225000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,github actions for installing borkdude/babashka,TypeScript,Eclipse Public License 1.0,False,False,28.0,4.0,3.0,"['TypeScript', 'JavaScript']"
umani,changed-files,utilities,160,0,1,4,0,5," cwe-400,  cwe-730, cwe-1333",5.0,30,6,13,16,3,28,8,2003,30,2,23,1,2003000,10," github,  github-actions,  typescript,  workflows, ci",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action to export a PR's changed files,TypeScript,MIT License,False,True,28.0,16.0,3.0,['TypeScript']
usimd,pi-gen-action,publishing,52,3,0,0,0,3," cwe-284, cwe-200",3.0,30,6,8,11,3,49,4,1309,30,8,30,3,1309000,10," pi-gen,  raspberry-pi, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action to build Raspberry Pi images using official pi-gen tool,TypeScript,MIT License,False,True,49.0,12.0,3.0,"['TypeScript', 'Shell', 'JavaScript']"
varunsridharan,action-github-workflow-sync,utilities,53,0,1,2,0,3,cwe-020,3.0,30,5,8,15,3,65,7,1082,30,10,13,1,1082000,4," github-action-docker,  github-action-workflow,  github-action-workflow-sync,  github-actions,  github-workflow,  github-workflows,  sync,  vs-github-action,  workflow,  workflow-sync,  workflows, github-action",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action To Sync Github Action's Workflow Files Across Repositories,JavaScript,MIT License,True,True,66.0,15.0,3.0,['JavaScript']
