repo_owner,repo_name,Category,Number of Components,Low,Medium,High,Critical,Total Vulnerabilities,CWE Tags,vulnerability-proneness-all,commits,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,labels,topics,lang_shell,lang_makefile,lang_cplusplus,lang_typescript,lang_nix,lang_jinja,lang_css,lang_smarty,lang_dockerfile,lang_mustache,lang_java,lang_rust,lang_python,lang_swift,lang_objective_c,lang_javascript,lang_php,lang_odin,lang_hcl,lang_agda,lang_cmake,lang_c#,lang_nunjucks,lang_batchfile,lang_dart,lang_lua,lang_html,lang_handlebars,lang_vue,lang_powershell,lang_kotlin,lang_ruby,lang_julia,lang_jq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,network_count,subscribers_count,languages,dependencies_json,dep_count,dep_error
scribemd,docker-cache,utilities,575,2,10,8,0,20," cwe-1333,  cwe-150,  cwe-200,  cwe-284,  cwe-400,  cwe-693,  cwe-730,  cwe-77,  cwe-79,  cwe-94, cwe-020",20.0,30,4,26,28,1,105,4,50542,30,14,30,6,50542000,17," cache,  conventional-commits,  docker,  editorconfig,  github-actions,  jest,  megalinter,  nodejs,  pre-commit,  prettier,  python,  python-poetry,  renovate,  semver,  ts-node,  typescript,  vscode,  yaml,  yarn, asdf",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cache Docker Images Whether Built or Pulled,TypeScript,MIT License,False,True,106.0,28.0,1.0,"['TypeScript', 'Dockerfile']","{""repository"": ""scribemd/docker-cache"", ""dependencies"": [{""name"": ""@actions/cache"", ""version"": ""3.2.2"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""1.10.1"", ""type"": ""production""}, {""name"": ""@cspell/dict-win32"", ""version"": ""2.0.3"", ""type"": ""development""}, {""name"": ""@fast-check/jest"", ""version"": ""1.8.0"", ""type"": ""development""}, {""name"": ""@jest/globals"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""@jest/types"", ""version"": ""29.6.3"", ""type"": ""development""}, {""name"": ""@tsconfig/node20"", ""version"": ""20.1.2"", ""type"": ""development""}, {""name"": ""@tsconfig/strictest"", ""version"": ""2.0.3"", ""type"": ""development""}, {""name"": ""@types/eslint"", ""version"": ""8.56.6"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""20.11.30"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""7.3.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""7.3.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.1"", ""type"": ""development""}, {""name"": ""@yarnpkg/sdks"", ""version"": ""3.1.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.57.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.1.0"", ""type"": ""development""}, {""name"": ""fast-check"", ""version"": ""3.16.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""jest-junit"", ""version"": ""16.0.0"", ""type"": ""development""}, {""name"": ""jest-mock"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.1.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.1.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.4.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 24, ""error"": null}}",24,
sethcohen,github-releases-to-discord,deployment,35,0,0,2,0,2," cwe-080,  cwe-116, cwe-020",2.0,30,1,26,9,2,29,7,1232,30,1,30,0,1232000,11," changelog,  changelog-parser,  discord,  discord-webhook,  embed,  github,  github-action,  github-actions,  github-release,  release,  webhook, action",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Posts a GitHub Release changelog to a specified Discord channel,JavaScript,MIT License,False,False,29.0,9.0,2.0,['JavaScript'],"{""repository"": ""sethcohen/github-releases-to-discord"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""node-fetch"", ""version"": ""^3.3.2"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 3, ""error"": null}}",3,
simonscholz,google-chat-action,chat,38,0,0,1,0,1,cwe-020,1.0,30,7,2,5,2,19,2,981,30,7,30,6,981000,12,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to send notifications to a google chat using the cards v2 syntax,TypeScript,Apache License 2.0,False,False,20.0,5.0,2.0,['TypeScript'],"{""repository"": ""simonscholz/google-chat-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.14.2"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^7.13.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^7.13.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.56.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^5.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsonc"", ""version"": ""^2.16.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.1.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.3.2"", ""type"": ""development""}, {""name"": ""prettier-eslint"", ""version"": ""^16.3.0"", ""type"": ""development""}, {""name"": ""rimraf"", ""version"": ""^5.0.7"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.4.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 20, ""error"": null}}",20,
spectralops,spectral-github-action,security,12,0,2,1,0,3," cwe-088,  cwe-1333,  cwe-74, cwe-078",3.0,28,3,5,9,3,14,8,199,15,1,10,1,199000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spectral Security Integration into your Github Actions pipeline,JavaScript,MIT License,False,False,14.0,9.0,3.0,['JavaScript'],"{""repository"": ""spectralops/spectral-github-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^1.7.1"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 3, ""error"": null}}",3,
svanboxel,zaproxy-to-ghas,testing,25,0,1,2,1,4," cwe-400,  cwe-506,  cwe-74, cwe-020",4.0,30,2,3,4,3,16,4,326,30,6,30,2,326000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Present ZAProxy results in GitHub Advanced Security ,TypeScript,MIT License,True,False,16.0,4.0,3.0,"['TypeScript', 'JavaScript']","{""repository"": ""svanboxel/zaproxy-to-ghas"", ""dependencies"": [{""name"": ""@actions/artifact"", ""version"": ""^0.5.2"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""^16.11.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.0.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.31.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^7.32.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.1.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^25.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.2.5"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.4.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.0.6"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.4.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 13, ""error"": null}}",13,
themrmilchmann,setup-msvc-dev,utilities,133,0,1,0,0,1," cwe-088, cwe-078",1.0,30,5,7,2,3,15,3,241025,30,1,30,1,241025000,14," msvc,  vcvarsall,  visual-cpp,  windows, github-actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action to set up a Developer Command Prompt for Microsoft Visual C++,TypeScript,MIT License,False,True,15.0,2.0,3.0,['TypeScript'],"{""repository"": ""themrmilchmann/setup-msvc-dev"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""^20.17.4"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.6.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 5, ""error"": null}}",5,
timdaub,hetzner-cloud-deploy-server-action,deployment,5,0,2,1,0,3," cwe-359,  cwe-74, cwe-173",3.0,30,1,1,14,6,33,2,92,19,7,3,0,92000,9," cloud,  continous,  github,  hetzner,  integration, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deploy a Hetzner Cloud Server from a GitHub Action.,JavaScript,GNU General Public License v3.0,False,False,33.0,14.0,6.0,['JavaScript'],"{""repository"": ""timdaub/hetzner-cloud-deploy-server-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.2.6"", ""type"": ""production""}, {""name"": ""cross-fetch"", ""version"": ""3.0.6"", ""type"": ""production""}, {""name"": ""is-port-reachable"", ""version"": ""3.0.0"", ""type"": ""production""}, {""name"": ""periodic-execution"", ""version"": ""0.1.0"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""0.25.1"", ""type"": ""development""}, {""name"": ""ava"", ""version"": ""3.14.0"", ""type"": ""development""}, {""name"": ""expressively-mocked-fetch"", ""version"": ""0.2.2"", ""type"": ""development""}, {""name"": ""proxyquire"", ""version"": ""2.1.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 8, ""error"": null}}",8,
tinkurlab,issue-labeler-action,project management,26,0,0,0,0,0,,0.0,30,4,10,2,2,12,2,1008,30,4,30,2,1008000,9,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,🏷 A GitHub Action that adds labels to an issue based on a string in the issue description.,JavaScript,ISC License,False,True,12.0,2.0,2.0,"['JavaScript', 'Dockerfile', 'Shell']","{""repository"": ""tinkurlab/issue-labeler-action"", ""dependencies"": [{""name"": ""@octokit/rest"", ""version"": ""^19.0.5"", ""type"": ""production""}, {""name"": ""dotenv"", ""version"": ""^16.0.3"", ""type"": ""production""}, {""name"": ""jest"", ""version"": ""^27.5.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 3, ""error"": null}}",3,
tinkurlab,monorepo-pr-labeler-action,code review,28,0,0,3,0,3," cwe-400,  cwe-730, cwe-020",3.0,30,4,15,14,4,99,8,618,30,7,30,3,618000,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,🚊 A GitHub Action that labels PRs with the repo(s) impacted in a monorepo.,JavaScript,ISC License,False,True,99.0,14.0,4.0,['JavaScript'],"{""repository"": ""tinkurlab/monorepo-pr-labeler-action"", ""dependencies"": [{""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""dotenv"", ""version"": ""^16.0.3"", ""type"": ""production""}, {""name"": ""lodash.uniq"", ""version"": ""4.5.0"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""0.31.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""27.2.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 5, ""error"": null}}",5,
tryghost,action-deploy-theme,deployment,420,0,1,0,0,1,cwe-020,1.0,30,2,14,47,14,363,15,1104,30,6,30,2,1104000,10," ghost-theme,  github-action,  github-actions, ghost",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:octocat: Deploy your Ghost theme with Github Actions,JavaScript,MIT License,True,True,366.0,47.0,14.0,['JavaScript'],"{""repository"": ""tryghost/action-deploy-theme"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@tryghost/admin-api"", ""version"": ""1.13.12"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.0"", ""type"": ""production""}, {""name"": ""eslint"", ""version"": ""8.57.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-ghost"", ""version"": ""3.4.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 6, ""error"": null}}",6,
tyrrrz,action-http-request,utilities,9,0,0,0,0,0,,0.0,27,1,1,5,2,15,2,33,9,0,9,0,33000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action that sends an HTTP request,JavaScript,MIT License,False,True,16.0,5.0,2.0,['JavaScript'],"{""repository"": ""tyrrrz/action-http-request"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/http-client"", ""version"": ""^2.2.3"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 4, ""error"": null}}",4,
wandalen,wretry.action,deployment,16,0,0,0,0,0,,0.0,30,2,30,24,4,107,8,9202,30,4,30,0,9202000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Retry action for Github CI,JavaScript,MIT License,False,False,108.0,24.0,4.0,['JavaScript'],"{""repository"": ""wandalen/wretry.action"", ""dependencies"": [], ""metadata"": {""sources_checked"": [], ""total_dependencies"": 0, ""error"": null}}",0,
yockow,action-setup-swift,utilities,39,0,0,0,0,0,,0.0,30,6,28,3,2,22,3,10133,30,0,30,0,10133000,10," swift, setup-swift",1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action that sets up Swift.,JavaScript,MIT License,False,True,22.0,3.0,2.0,"['JavaScript', 'TypeScript', 'Python', 'Swift', 'Shell']","{""repository"": ""yockow/action-setup-swift"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.9.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""encoding"", ""version"": ""^0.1.13"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""^7.5.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^27.4.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^17.0.23"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.3.9"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.5.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.1.4"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.6.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 11, ""error"": null}}",11,
zqzqsb,multisourcesnake,utilities,1154,9,6,10,0,25," cwe-1333,  cwe-200,  cwe-284,  cwe-400,  cwe-405,  cwe-730,  cwe-74,  cwe-79,  cwe-940,  n/a, cwe-020",25.0,21,1,11,0,1,25,1,2657,0,0,0,0,2657000,9,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TypeScript,MIT License,False,False,26.0,0.0,1.0,"['TypeScript', 'Dockerfile']","{""repository"": ""zqzqsb/multisourcesnake"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@sucrase/jest-plugin"", ""version"": ""3.0.0"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""29.5.5"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""20.6.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.8.8"", ""type"": ""development""}, {""name"": ""sucrase"", ""version"": ""3.34.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.2.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 8, ""error"": null}}",8,
agallea,tests-coverage-report,code review,40,0,1,1,1,3," cwe-078,  cwe-088, cwe-020",3.0,30,21,10,0,1,24,3,1340,30,7,30,4,1340000,12,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github action for tests coverage report,TypeScript,MIT License,False,True,25.0,0.0,1.0,"['TypeScript', 'JavaScript']","{""repository"": ""agallea/tests-coverage-report"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""xml2js"", ""version"": ""^0.5.0"", ""type"": ""production""}, {""name"": ""semantic-release"", ""version"": ""^21.0.1"", ""type"": ""development""}, {""name"": ""@semantic-release/changelog"", ""version"": ""^6.0.3"", ""type"": ""development""}, {""name"": ""@semantic-release/commit-analyzer"", ""version"": ""^9.0.2"", ""type"": ""development""}, {""name"": ""@semantic-release/git"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""@semantic-release/github"", ""version"": ""^8.0.7"", ""type"": ""development""}, {""name"": ""@semantic-release/npm"", ""version"": ""^10.0.3"", ""type"": ""development""}, {""name"": ""@semantic-release/release-notes-generator"", ""version"": ""^10.0.3"", ""type"": ""development""}, {""name"": ""conventional-changelog-conventionalcommits"", ""version"": ""^5.0.0"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.2.5"", ""type"": ""development""}, {""name"": ""@types/xml2js"", ""version"": ""^0.4.11"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^5.48.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.48.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.31.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^8.6.0"", ""type"": ""development""}, {""name"": ""eslint-config-standard-with-typescript"", ""version"": ""^26.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.26.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-n"", ""version"": ""^15.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^4.2.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-promise"", ""version"": ""^6.1.1"", ""type"": ""development""}, {""name"": ""jest-junit"", ""version"": ""^15.0.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.0.3"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.9.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 27, ""error"": null}}",27,
abel0b,setup-premake,continuous integration,10,0,1,1,0,2," cwe-74, cwe-1333",2.0,28,2,6,6,3,17,6,203,11,0,7,0,203000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan,"{""repository"": ""abel0b/setup-premake"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^1.7.1"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 2, ""error"": null}}",2,
abeyuya,actions-mention-to-slack,chat,45,0,3,0,0,3," cwe-200,  cwe-352, cwe-20",3.0,30,12,6,21,2,58,4,9103,30,11,30,10,9103000,10," github-actions,  mention,  slack, bot",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action for convert Github mention to Slack mention.,TypeScript,MIT License,False,True,58.0,21.0,2.0,"['TypeScript', 'JavaScript']","{""repository"": ""abeyuya/actions-mention-to-slack"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""production""}, {""name"": ""axios"", ""version"": ""^0.27.0"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""lodash"", ""version"": ""^4.17.21"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.5.6"", ""type"": ""development""}, {""name"": ""@types/js-yaml"", ""version"": ""^4.0.5"", ""type"": ""development""}, {""name"": ""@types/lodash"", ""version"": ""4.14.197"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""6.8.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""6.8.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.48.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.1.1"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""10.9.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.2.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 16, ""error"": null}}",16,
